Type;Status;Name;Type;Name;Type;Name;Type;Name;Type;Name;Type;Name;Type;Name;Type;Name;Type;Name;Type;Name;Type;Name;Type;Name
Node;DELETE;readTechnique;Node;datastoreReadById;;;;;;;;;;;;;;;;;;;;
Exitpoint;KEEP;recipe-adapter-service;;;;;;;;;;;;;;;;;;;;;;
Node;KEEP;recipeModeration;Node;datastoreRecipeModeration;Node;crudIndexation;Node;crud;Node;moderationSendEmail;;;;;;;;;;;;;;
Node;KEEP;recipePackAssociation;Node;datastoreRecipePackAssociation;Node;crudIndexation;;;;;;;;;;;;;;;;;;
Node;KEEP;recipesExporter;Node;uploadOnS4;Exitpoint;recipes-exporter;;;;;;;;;;;;;;;;;;
Exitpoint;KEEP;recipes-exporter;;;;;;;;;;;;;;;;;;;;;;
Exitpoint;DELETE;RecommandationService;;;;;;;;;;;;;;;;;;;;;;
Node;VALIDATE;refDataImporter;Exitpoint;references-import-service;;;;;;;;;;;;;;;;;;;;
Node;VALIDATE;refDataMediaImporter;Node;processLock;;;;;;;;;;;;;;;;;;;;
Node;VALIDATE;refreshDocument;Node;crud;;;;;;;;;;;;;;;;;;;;
Node;KEEP;reindexPack;Node;findRecipesByPack;Node;crudIndexation;;;;;;;;;;;;;;;;;;
Node;DELETE;revertRecipeAdaptation;Node;adapterRevertRecipeAdaptation;;;;;;;;;;;;;;;;;;;;
Node;KEEP;rudBinary;Node;datastorePublishBinary;Node;datastoreCrudBinary;;;;;;;;;;;;;;;;;;
Node;KEEP;s4Http;Exitpoint;s4-service;;;;;;;;;;;;;;;;;;;;
Node;KEEP;s4Medias;Node;s4Http;;;;;;;;;;;;;;;;;;;;
Node;KEEP;s4MediasProperties;Node;s4Http;;;;;;;;;;;;;;;;;;;;
Node;KEEP;s4Output;Node;datastoreCrud;;;;;;;;;;;;;;;;;;;;
Exitpoint;KEEP;s4-service;;;;;;;;;;;;;;;;;;;;;;
Node;KEEP;saveCollection;Node;datastoreBatch;Node;specificAfterCRUDOperation;;;;;;;;;;;;;;;;;;
Node;KEEP;saveNotificationToken;Node;datastoreSaveNotificationToken;;;;;;;;;;;;;;;;;;;;
Node;KEEP;search;Exitpoint;search-query-service;;;;;;;;;;;;;;;;;;;;
Exitpoint;KEEP;search-indexation-service;;;;;;;;;;;;;;;;;;;;;;
Node;KEEP;searchProfile;Node;datastoreSearch;;;;;;;;;;;;;;;;;;;;
Exitpoint;KEEP;search-query-service;;;;;;;;;;;;;;;;;;;;;;
Node;KEEP;searchRecipe;Node;indexQuery;;;;;;;;;;;;;;;;;;;;
Node;VALIDATE;searchRemoveRecipe;Exitpoint;search-query-service;;;;;;;;;;;;;;;;;;;;
Node;DELETE;searchSchedules;Node;datastoreSearchSchedules;;;;;;;;;;;;;;;;;;;;
Node;KEEP;semanticImproverIndexation;Node;semanticImproversIndexation;Node;findByTopRecipeUidIndexationFormat;;;;;;;;;;;;;;;;;;
Node;KEEP;semanticImproversIndexation;Exitpoint;search-indexation-service;;;;;;;;;;;;;;;;;;;;
Node;DELETE;semanticReadBasicPreparation;Exitpoint;semantic-service;;;;;;;;;;;;;;;;;;;;
Node;DELETE;semanticReadFood;Exitpoint;semantic-service;;;;;;;;;;;;;;;;;;;;
Node;KEEP;semanticSemantizeIngredients;Exitpoint;semantic-service;;;;;;;;;;;;;;;;;;;;
Exitpoint;KEEP;semantic-service;;;;;;;;;;;;;;;;;;;;;;
Node;KEEP;semantization;Node;datastoreGetResourceInSearchVersion;Node;enrichmentAndIndexationAndDatastoreUpdate;;;;;;;;;;;;;;;;;;
Node;KEEP;semantizeIngredients;Node;semanticSemantizeIngredients;;;;;;;;;;;;;;;;;;;;
Node;KEEP;semantizeRecipe;Node;enrichmentAndIndexationAndDatastoreUpdate;Node;semanticImproverIndexation;;;;;;;;;;;;;;;;;;
Exitpoint;KEEP;Send email;;;;;;;;;;;;;;;;;;;;;;
Node;KEEP;sendEmail;Exitpoint;Send email;;;;;;;;;;;;;;;;;;;;
Node;KEEP;sendMail;Node;findProfilePerimterByProfileUid;;;;;;;;;;;;;;;;;;;;
Node;KEEP;setNormalizedValues;Node;normalizatorNormalizeData;;;;;;;;;;;;;;;;;;;;
Node;KEEP;specificAfterCRUDOperation;Node;otherVariantsIndexation;Node;productProfileIndexation;Node;placeProfileIndexation;Node;crudIndexation;;;;;;;;;;;;;;
Node;KEEP;specificBeforeCRUDOperation;Node;specificBeforePackUpdate;Node;profilesByProduct;;;;;;;;;;;;;;;;;;
Node;KEEP;specificBeforePackUpdate;Node;datastoreReadPack;Node;datastoreUnpublishPack;Node;crudIndexation;Node;reindexPack;;;;;;;;;;;;;;
Node;DELETE;SSOApiPro;Node;datastoreSearch;Node;apiproGetToken;Node;crud;Node;datastoreLogin;;;;;;;;;;;;;;
Node;DELETE;suggestionComputeTypologySuggestions;Exitpoint;RecommandationService;;;;;;;;;;;;;;;;;;;;
Node;DELETE;suggestionReadRecipeSuggestions;Exitpoint;RecommandationService;;;;;;;;;;;;;;;;;;;;
Node;DELETE;suggestionReadTypologySuggestions;Exitpoint;datastore-service;;;;;;;;;;;;;;;;;;;;
Node;DELETE;suggestions;Exitpoint;search-query-service;;;;;;;;;;;;;;;;;;;;
Node;KEEP;synchronization;Node;datastoreSynchronization;;;;;;;;;;;;;;;;;;;;
Node;DELETE;synchronize;Node;apiproSynchronizeRecipe;;;;;;;;;;;;;;;;;;;;
Node;DELETE;synchronizeDsAndmulticast;Node;datastoreFindResources;Node;synchronize;;;;;;;;;;;;;;;;;;
Node;DELETE;synchronizeLoopIndexation;Node;synchronizeDsAndmulticast;;;;;;;;;;;;;;;;;;;;
Node;DELETE;syncRecipe;Node;apiproSynchronizeRecipe;;;;;;;;;;;;;;;;;;;;
Node;DELETE;toApiProSynchronisation;Node;synchronizeLoopIndexation;;;;;;;;;;;;;;;;;;;;
Node;KEEP;toDatastore;Exitpoint;datastore-service;Node;datastoreSynchronizationRecipe;Node;datastoreSynchronizationEvaluation;Node;datastoreSynchronizationComment;Node;datastoreSynchronizationPack;Node;datastoreSynchronizationContent;Node;datastoreSynchronizationOther;;;;;;;;
Node;FIX;toSemanticAndSuggestion;Node;enrich;Node;toSuggestion;Node;indexationAndDatastoreUpdate;;;;;;;;;;;;;;;;
Node;DELETE;toSuggestion;Node;suggestionComputeTypologySuggestion;;;;;;;;;;;;;;;;;;;;
Node;DELETE;transcodifications;Node;datastoreTranscodificationData;;;;;;;;;;;;;;;;;;;;
Node;KEEP;uniquenessSerialNumber;Node;datastoreUniquenessSerialNumber;Node;productProfileIndexation;;;;;;;;;;;;;;;;;;
Node;KEEP;unpublishPack;Node;datastoreUnpublishPack;;;;;;;;;;;;;;;;;;;;
Node;DELETE;update;Node;datastoreUpdate;;;;;;;;;;;;;;;;;;;;
Node;VALIDATE;updateContentTreeStatus;Node;datastoreUpdateContentTreeStatus;;;;;;;;;;;;;;;;;;;;
Node;KEEP;updateDeleteAccount;Node;datastoreUpdateDeleteAccount;;;;;;;;;;;;;;;;;;;;
Node;VALIDATE;updateDocument;Node;crud;;;;;;;;;;;;;;;;;;;;
Node;KEEP;updateEaiAsynchronousProfiles;Node;datastoreEaiProfilesAsynchronous;Node;eaiProfileIndexation;;;;;;;;;;;;;;;;;;
Node;DELETE;updateOptins;Node;datastoreUpdateOptins;;;;;;;;;;;;;;;;;;;;
Node;KEEP;updateOrdersRefData;Node;datastoreRoute;Node;crudIndexation;;;;;;;;;;;;;;;;;;
Node;KEEP;updateProductWithMarket;Node;datastoreUpdateProductWithMarket;;;;;;;;;;;;;;;;;;;;
Node;KEEP;updateProfileWrapper;Node;datastoreUpdateProfileWrapper;Node;crudIndexation;;;;;;;;;;;;;;;;;;
Node;KEEP;updateSemanticImprover;Node;datastoreUpdateSemanticImprover;Node;crudIndexation;;;;;;;;;;;;;;;;;;
Node;KEEP;updateVariantsStatus;Node;datastoreUpdateVariantsStatus;Node;crudIndexation;;;;;;;;;;;;;;;;;;
Node;KEEP;updateVariantsStatusesBatch;Node;datastoreBatch;;;;;;;;;;;;;;;;;;;;
Node;VALIDATE;upgradeResourceMedia;Node;dowloadAndUpload;;;;;;;;;;;;;;;;;;;;
Node;KEEP;uploadAndAttachBinary;Node;medias;Node;datastoreCrudBinary;;;;;;;;;;;;;;;;;;
Node;KEEP;uploadOnS4;Node;s4Medias;;;;;;;;;;;;;;;;;;;;
Node;DELETE;userLearnt;Node;datastoreUserLearnt;;;;;;;;;;;;;;;;;;;;
Node;KEEP;variantIndexationAndSemantization;Node;crudIndexation;Node;semantizeRecipe;;;;;;;;;;;;;;;;;;
Node;FIX;variantRecipe;Node;readRecipe;Node;adaptVariantRecipe;Node;crud;Node;syncRecipe;Node;semantizeRecipe;Node;readRecipe;Node;findOtherVariants;Node;adaptVariantRecipe;Node;datastoreRegenerateIds;Node;variantIndexationAndSemantization;Node;syncRecipe
